CampaignID,SendDate,SendHour,AudienceSize,Subject,TopKeywords,OpenRate,ClickRate,ConversionRate,DeviceType,CustomerSegment,CampaignType
CMP13289,2023-02-04,22,10000,gagnez — offres limitées aujourd’hui,"code, nouvelle, essai, stock, pack, profitez",17.72,0.49,0.0,Mobile,New,Promotion
CMP20822,2023-01-21,22,1000,événement — offres limitées aujourd’hui,"fin d’année, édition, bonne année, collection hiver, fête, chaud",42.98,5.15,1.16,Mobile,VIP,Seasonal
CMP20475,2025-07-03,23,2000,livraison sur nos best-sellers,"coupon, baisse, prix, surprise, remise, soldes",10.87,0.93,0.0,Mobile,Inactive,Promotion
CMP13190,2024-07-22,0,1000,black friday — livraison gratuite,"tenue, tradition, anniversaire, offre spéciale, plaisir, nouvel an",26.87,3.26,0.2,Mobile,Loyal,Seasonal
CMP21548,2024-05-05,12,5000,recommandation — livraison gratuite,"highlights, design, nouveautés, concept, bon plan, focus",10.06,0.18,0.7,Desktop,Returning,Newsletter
CMP19022,2024-05-11,6,10000,partage : nos clients adorent,"découvrez, nouveau, éditorial, retour client, revue, idées",5.92,1.0,0.43,Mobile,New,Newsletter
CMP11051,2025-10-14,13,500,jusqu’à — ne manquez pas cette opportunité,"urgent, soldes, avantage, exclusif, stock, inédit",15.67,4.35,0.44,Mobile,Returning,Promotion
CMP14069,2024-11-03,15,1000,spécial sur nos best-sellers,"pack, avantage, cadeau, bundle, surprise, super",17.34,2.96,0.65,Mobile,VIP,Promotion
CMP18759,2025-01-13,0,5000,gratuit sur nos best-sellers,"instantané, spécial, prix, promo, exceptionnelle, livraison",0.5,0.1,0.04,Mobile,Inactive,Promotion
CMP13218,2024-10-26,0,1000,vente : jusqu’à 15% de remise !,"gratuit, panier, flash, nouvelle, cadeau, exception",9.49,3.04,0.0,Desktop,Returning,Promotion
CMP18040,2024-04-09,18,1000,must-have : nos clients adorent,"concept, nouveautés, recommandation, préférence, inspiration, créatif",26.5,1.77,0.01,Mobile,VIP,Newsletter
CMP10272,2025-02-14,14,1000,édition — ne manquez pas cette opportunité,"black friday, moment, partage, plaisir, hiver, cadeau",25.58,6.25,0.0,Mobile,Returning,Seasonal
CMP12042,2025-09-17,1,2000,revue — livraison gratuite,"style, collection, retour client, sélection, newsletter, collaboration",7.48,0.67,0.05,Desktop,Returning,Newsletter
CMP14763,2024-02-08,15,2000,baisse : jusqu’à 20% de remise !,"anniversaire, deal, instantané, remise, réduction, soldes",11.2,0.58,0.12,Mobile,New,Promotion
CMP17200,2023-11-11,19,5000,newsletter : nos clients adorent,"must-have, produit, collection, innovation, partage, retour client",8.54,1.97,0.0,Mobile,Inactive,Newsletter
CMP17542,2023-01-04,10,2000,prix — offres limitées aujourd’hui,"bonus, promo, économie, inédit, surprise, essai",26.94,6.22,0.0,Mobile,Returning,Promotion
CMP17665,2025-03-19,0,500,profitez — offres limitées aujourd’hui,"panier, encore disponible, produit, rupture, oubliez, en attente",18.31,1.5,0.03,Mobile,Returning,Reminder
CMP11086,2023-08-09,9,2000,thématique — livraison gratuite,"actualité, focus, coulisses, highlights, collection, moment",25.19,0.49,0.1,Mobile,Returning,Newsletter
CMP11473,2023-08-03,3,5000,panier pour vous — 5 jours seulement,"exclusif, satisfaction, coupon, jusqu’à, bon, nouvelle",6.52,1.19,0.0,Mobile,New,Promotion
CMP21311,2025-04-06,22,5000,nouvelle pour vous — 5 jours seulement,"gratuit, duo pack, limité, pack, bonus, panier",5.95,2.39,0.0,Mobile,Inactive,Promotion
CMP17920,2023-05-27,18,2000,articles — ne manquez pas cette opportunité,"retour client, innovation, créatif, produit, style, lookbook",22.91,3.05,0.0,Mobile,VIP,Newsletter
CMP19156,2023-11-15,12,10000,retour client : découvrez nos nouveautés,"idées, inspiration, articles, édition limitée, style, événement",8.23,0.4,0.0,Mobile,Returning,Newsletter
CMP12186,2023-10-08,17,2000,partage : jusqu’à 20% de remise !,"articles, tendances, bestseller, produit, lookbook, design",8.25,0.1,0.52,Tablet,Returning,Newsletter
CMP20622,2025-05-05,20,1000,innovation pour vous — 2 jours seulement,"exclusif, concept, blog, revue, must-have, collection",15.07,0.1,0.41,Mobile,Returning,Newsletter
CMP14322,2025-08-28,14,500,avantage : découvrez nos nouveautés ❤️,"connexion, offre unique, surprise, nouvelle chance, réactivation, exclusif",6.11,1.46,0.15,Mobile,New,Re-engagement
CMP19060,2025-01-20,3,500,rabais — offres limitées aujourd’hui,"anniversaire, gratuit, craquez, offre, spécial, essai",13.92,5.09,0.24,Desktop,Returning,Promotion
CMP19552,2024-05-06,10,10000,article : jusqu’à 30% de remise !,"urgence, terminer, aujourd’hui, bénéficiez, regardez, disponible",21.37,1.93,0.0,Desktop,New,Reminder
CMP15831,2023-02-01,23,2000,équipe : nos clients adorent,"stock, craquez, bonus, prix, exceptionnelle, fidélité",18.37,1.9,0.0,Mobile,Loyal,Promotion
CMP18109,2024-07-18,6,500,promo sur nos best-sellers,"jusqu’à, profitez, prix, promo, semaine, craquez",15.57,3.05,0.56,Mobile,Returning,Promotion
CMP17990,2024-05-21,17,5000,livraison pour vous — 4 jours seulement,"meilleur, bonus, pack, flash, coupon, duo pack",21.98,0.1,0.59,Mobile,Returning,Promotion
CMP21232,2025-07-17,7,10000,flash sur nos best-sellers,"panier, super, flash, anniversaire, offre, deal",9.58,0.1,0.31,Desktop,Returning,Promotion
CMP18537,2024-07-23,8,2000,nouveau — livraison gratuite ❤️,"style, sélection, lookbook, produit, édition limitée, nouveau",13.33,2.45,0.0,Tablet,Returning,Newsletter
CMP14709,2025-01-08,13,1000,nouveautés : jusqu’à 50% de remise !,"newsletter, articles, édition limitée, highlights, lookbook, partage",12.61,2.09,0.04,Desktop,Returning,Newsletter
CMP18192,2024-07-09,18,1000,newsletter : découvrez nos nouveautés,"interview, must-have, collection, produit, design, nouveau",18.65,0.1,0.0,Mobile,Loyal,Newsletter
CMP19767,2025-07-07,12,1000,soldes : nos clients adorent,"gratuit, soldes, limité, semaine, gagnez, promo",13.22,0.1,0.01,Desktop,Inactive,Promotion
CMP20503,2025-04-10,11,5000,exclusif — offres limitées aujourd’hui,"limité, cadeau, inédit, panier, meilleur, réduction",11.57,1.95,0.5,Mobile,Inactive,Promotion
CMP20388,2025-02-09,1,10000,interview : jusqu’à 15% de remise !,"découvrez, concept, concept, innovation, partage, blog",8.06,0.63,0.57,Mobile,Returning,Newsletter
CMP13478,2024-02-11,4,5000,newsletter sur nos best-sellers,"focus, tendances, éditorial, thématique, idées, coulisses",0.5,0.7,1.0,Mobile,Inactive,Newsletter
CMP19157,2025-10-04,4,1000,offre : jusqu’à 10% de remise !,"rabais, stock, spécial, vente, livraison, cadeau",9.24,1.83,0.42,Mobile,New,Promotion
CMP13924,2024-04-28,2,2000,encore : nos clients adorent,"votre achat, quantité, produit, commande, urgence, stock",11.57,2.02,0.0,Mobile,Returning,Reminder
CMP11748,2025-06-25,15,20000,en attente : nos clients adorent,"commande, poursuivez, réassort, sauvegardé, en attente, votre sélection",22.27,0.79,0.15,Mobile,Returning,Reminder
CMP10732,2025-02-04,23,1000,magie — livraison gratuite,"plaisir, illuminez, collection hiver, froid, hiver, black friday",15.61,2.15,0.0,Mobile,Inactive,Seasonal
CMP12553,2024-05-29,19,2000,stock pour vous — 5 jours seulement,"limité, rabais, bon, exclusif, promo, gratuit",27.83,5.3,0.7,Desktop,VIP,Promotion
CMP20120,2024-04-29,8,20000,code — offres limitées aujourd’hui,"essai, urgent, nouvelle, réduction, prix, instantané",6.8,1.0,0.3,Desktop,Inactive,Promotion
CMP19141,2024-07-14,14,500,cadeau pour vous — 5 jours seulement,"famille, valentin, black friday, décoration, tenue, édition",14.18,3.87,0.55,Mobile,New,Seasonal
CMP18881,2024-03-11,20,2000,gratuit sur nos best-sellers ❤️,"code, client, anniversaire, fidélité, rabais, avantage",13.67,1.57,0.0,Mobile,New,Promotion
CMP20479,2024-01-27,20,10000,réduction — livraison gratuite,"gratuit, exceptionnelle, duo, client, bundle, gagnez",22.56,3.95,0.95,Mobile,Returning,Promotion
CMP12662,2025-02-25,6,2000,vente — offres limitées aujourd’hui,"instantané, prix, duo pack, satisfaction, exception, stock",17.43,1.62,0.15,Desktop,Loyal,Promotion
CMP17874,2025-09-23,10,500,instantané : découvrez nos nouveautés,"gratuit, jusqu’à, livraison, stock, surprise, super",23.03,0.6,0.19,Mobile,VIP,Promotion
CMP20756,2023-09-02,6,20000,urgent pour vous — 7 jours seulement,"meilleur, stock, équipe, remise, réduction, pack",5.73,0.1,0.12,Mobile,Loyal,Promotion
CMP13113,2025-04-27,19,1000,équipe — offres limitées aujourd’hui,"craquez, exclusif, promo, exceptionnelle, coupon, gratuit",20.81,3.58,0.76,Mobile,New,Promotion
CMP13303,2024-09-25,3,1000,must-have — offres limitées aujourd’hui,"coulisses, édition limitée, histoire, collection, articles, inspiration du mois",9.5,0.1,0.0,Desktop,Returning,Newsletter
CMP16250,2023-06-13,10,1000,créatif — ne manquez pas cette opportunité,"highlights, bon plan, coulisses, newsletter, nouveau, histoire",14.8,1.52,0.32,Mobile,Returning,Newsletter
CMP11344,2023-07-01,10,5000,pack sur nos best-sellers,"soldes, prix, semaine, jusqu’à, urgent, duo",31.78,3.94,1.34,Tablet,VIP,Promotion
CMP20552,2025-06-27,18,1000,coupon : découvrez nos nouveautés,"profitez, exclusif, flash, gratuit, surprise, coupon",28.76,2.58,0.4,Mobile,Returning,Promotion
CMP11690,2023-01-16,3,5000,astuces : nos clients adorent,"bestseller, design, événement, inspiration du mois, exclusif, moment",2.53,0.81,0.9,Mobile,Returning,Newsletter
CMP17268,2024-01-11,23,20000,livraison : découvrez nos nouveautés,"bonus, craquez, client, satisfaction, fidélité, cadeau",7.75,2.01,0.67,Mobile,New,Promotion
CMP19597,2024-12-22,15,20000,revenez : découvrez nos nouveautés,"encore, rappel, votre sélection, produit, promotion, réduction",17.6,4.22,0.0,Mobile,Returning,Reminder
CMP15048,2023-11-27,22,500,partage pour vous — 7 jours seulement,"story, bestseller, concept, nouveautés, événement, thématique",24.77,3.59,0.22,Desktop,Loyal,Newsletter
CMP17300,2023-12-08,8,1000,coupon — livraison gratuite,"gagnez, rabais, livraison, offre, commande, équipe",26.5,1.23,0.41,Mobile,Loyal,Promotion
CMP21921,2025-02-25,0,500,bonus sur nos best-sellers ❤️,"flash, limité, bonus, offre, instantané, gratuit",5.92,0.1,0.49,Mobile,Inactive,Promotion
CMP13308,2025-05-11,9,500,inédit — ne manquez pas cette opportunité ❤️,"gratuit, bon, inédit, stock, anniversaire, prix",25.99,4.4,0.33,Desktop,VIP,Promotion
CMP11504,2024-10-08,3,1000,craquez — ne manquez pas cette opportunité,"promo, équipe, deal, spécial, limité, surprise",10.16,3.35,0.0,Mobile,Returning,Promotion
CMP20977,2024-05-05,17,500,réactivation : jusqu’à 25% de remise !,"connexion, merci, communauté, rejoignez, votre espace, invitation",0.5,0.1,0.03,Mobile,Inactive,Re-engagement
CMP11806,2025-01-22,15,2000,livraison — livraison gratuite ❤️,"duo pack, bon, bonus, cadeau, essai, jusqu’à",9.52,0.54,0.0,Mobile,New,Promotion
CMP13871,2025-09-03,0,1000,pack : nos clients adorent,"prix, fidélité, surprise, commande, équipe, deal",11.91,2.74,0.66,Desktop,Returning,Promotion
CMP17780,2024-05-10,14,2000,moment unique — livraison gratuite,"été, rentrée, chaud, fin d’année, famille, automne",22.82,3.07,0.11,Mobile,New,Seasonal
CMP13791,2025-01-04,3,1000,anniversaire : découvrez nos nouveautés,"stock, inédit, réduction, bonus, flash, urgent",10.28,2.69,0.0,Desktop,VIP,Promotion
CMP15217,2025-07-16,6,1000,soleil : découvrez nos nouveautés,"bonne année, festif, black friday, tenue, collection été, fête",16.25,3.66,0.14,Mobile,New,Seasonal
CMP19921,2024-06-22,7,1000,profitez — ne manquez pas cette opportunité,"soldes, pack, spécial, prix, semaine, gagnez",13.36,2.68,0.0,Mobile,New,Promotion
CMP21419,2024-02-04,14,10000,collection — livraison gratuite,"incontournable, story, articles, interview, style, must-have",3.11,0.1,0.0,Desktop,Inactive,Newsletter
CMP11067,2023-12-09,1,10000,partage pour vous — 4 jours seulement,"préférence, produit, style, lookbook, focus, interview",8.71,1.65,0.21,Desktop,New,Newsletter
CMP18376,2024-08-07,23,2000,lookbook : nos clients adorent,"édition limitée, lancement, moment, idées, astuces, concept",16.02,0.99,0.09,Mobile,Returning,Newsletter
CMP21386,2025-01-25,2,2000,essai pour vous — 6 jours seulement ❤️,"super, jusqu’à, équipe, baisse, exclusif, profitez",2.93,0.1,0.23,Mobile,New,Promotion
CMP18147,2023-01-31,19,1000,offre unique — livraison gratuite,"offre exclusive, cadeau retour, événement, rejoignez, bonus fidélité, connectez",24.92,0.1,0.35,Desktop,Loyal,Re-engagement
CMP12696,2025-07-13,1,2000,en attente — ne manquez pas cette opportunité,"abandon, stock, paiement, panier, commande, temps",8.96,3.34,0.69,Mobile,Inactive,Reminder
CMP16451,2024-03-24,20,1000,concept — offres limitées aujourd’hui,"bon plan, éditorial, nouveautés, exclusif, articles, actualité",34.56,0.1,0.35,Tablet,VIP,Newsletter
CMP11848,2024-04-25,2,500,concept : jusqu’à 15% de remise !,"guide, recommandation, inspiration du mois, innovation, idées, retour client",1.85,3.04,0.0,Mobile,Inactive,Newsletter
CMP14512,2024-09-22,14,500,magie : jusqu’à 50% de remise !,"été, soleil, anniversaire, papa, collection hiver, moment",32.93,5.17,0.06,Mobile,Returning,Seasonal
CMP18934,2025-08-24,8,500,gratuit pour vous — 2 jours seulement,"nouvelle, stock, prix, coupon, instantané, gratuit",20.39,2.0,0.34,Mobile,Loyal,Promotion
CMP21079,2024-10-18,23,2000,festif : jusqu’à 20% de remise !,"moment unique, occasion, froid, offre spéciale, spécial saison, noël",21.12,1.75,0.0,Desktop,Inactive,Seasonal
CMP12431,2023-10-07,9,5000,remise : découvrez nos nouveautés,"duo, inédit, satisfaction, spécial, remise, stock",15.42,3.43,0.0,Mobile,New,Promotion
CMP21927,2023-03-18,6,500,coulisses — livraison gratuite,"guide, style, sélection, décryptage, concept, inspiration",10.55,3.14,0.01,Mobile,New,Newsletter
CMP14660,2024-01-16,15,1000,articles pour vous — 7 jours seulement,"thématique, préférence, bon plan, collection, newsletter, éditorial",14.72,1.66,0.14,Mobile,Returning,Newsletter
CMP16622,2023-08-08,15,5000,vente — ne manquez pas cette opportunité,"surprise, satisfaction, fidélité, pack, promo, remise",8.3,1.41,0.19,Desktop,Inactive,Promotion
CMP13435,2023-12-28,10,2000,avantage : jusqu’à 20% de remise !,"panier, stock, surprise, pack, vente, nouvelle",25.9,1.76,0.13,Mobile,Loyal,Promotion
CMP21645,2024-07-18,16,1000,commande pour vous — 4 jours seulement,"super, jusqu’à, flash, inédit, gagnez, promo",13.07,0.52,0.0,Mobile,Returning,Promotion
CMP21498,2024-03-10,21,2000,célébrez : découvrez nos nouveautés,"nouvel an, vacances, soldes, été, cadeau, collection hiver",16.47,4.63,0.65,Mobile,Returning,Seasonal
CMP10142,2025-10-11,6,1000,fidélité : jusqu’à 20% de remise !,"connexion, spécialement pour vous, récompense, adhérent, petit mot, surprise",14.68,1.16,0.34,Tablet,Loyal,Re-engagement
CMP20665,2025-04-20,6,1000,offre exclusive pour vous — 7 jours seulement,"fidélité, bienvenue, programme, retour gagnant, réactivation, retenter",17.18,3.56,0.75,Mobile,Returning,Re-engagement
CMP15586,2024-07-22,15,2000,semaine : nos clients adorent,"vente, exclusif, duo pack, soldes, promo, pack",6.71,1.92,0.49,Mobile,New,Promotion
CMP20514,2024-03-01,9,2000,occasion — offres limitées aujourd’hui,"valentin, joie, cadeau, décoration, froid, nouvel an",42.09,6.35,0.07,Desktop,Returning,Seasonal
CMP16992,2025-06-15,20,2000,gratuit : nos clients adorent,"gagnez, satisfaction, exceptionnelle, prix, client, duo",16.61,2.63,0.0,Desktop,Returning,Promotion
CMP17559,2025-09-13,12,1000,reprise pour vous — 3 jours seulement,"réactivation, client, personnalisé, revenez, petit mot, redécouvrez",5.51,0.1,0.12,Mobile,Inactive,Re-engagement
CMP18012,2023-11-03,7,1000,célébrez — livraison gratuite,"automne, célébrez, édition, printemps, hiver, chaud",20.17,1.15,0.0,Mobile,New,Seasonal
CMP16804,2025-06-19,2,2000,black friday — livraison gratuite,"hiver, célébrez, black friday, bonne année, moment unique, anniversaire",23.63,4.6,0.1,Mobile,Returning,Seasonal
CMP16749,2025-07-21,20,1000,repas — livraison gratuite,"cyber monday, hiver, collection été, édition, joie, tradition",20.63,3.11,0.99,Mobile,Inactive,Seasonal
CMP16100,2025-07-08,22,1000,produit — ne manquez pas cette opportunité,"décryptage, partage, must-have, lancement, produit, coulisses",18.01,0.1,0.0,Mobile,Returning,Newsletter
CMP15290,2023-11-12,19,1000,équipe : jusqu’à 10% de remise !,"cadeau, urgent, réduction, soldes, exceptionnelle, flash",16.11,1.82,0.4,Desktop,New,Promotion
CMP17635,2023-11-02,21,20000,stock sur nos best-sellers ❤️,"inédit, offre, équipe, fidélité, exceptionnelle, promo",6.46,0.1,0.65,Mobile,Inactive,Promotion
CMP13409,2025-06-28,4,1000,coulisses : jusqu’à 15% de remise !,"produit, bestseller, coulisses, concept, must-have, exclusif",4.25,1.49,0.0,Mobile,Returning,Newsletter
CMP11117,2024-11-30,7,1000,style pour vous — 5 jours seulement,"bestseller, bon plan, innovation, astuces, décryptage, nouveau",17.81,1.11,0.0,Mobile,VIP,Newsletter
CMP17371,2024-02-01,23,2000,exception — livraison gratuite,"bundle, fidélité, gratuit, rabais, vente, surprise",13.46,1.56,1.2,Mobile,Returning,Promotion
CMP11756,2024-02-07,16,500,prix — ne manquez pas cette opportunité,"surprise, gratuit, satisfaction, offre, code, spécial",15.5,1.35,0.0,Mobile,Returning,Promotion
CMP10497,2024-05-30,18,500,spécial saison pour vous — 6 jours seulement,"partage, réveillon, papa, tenue, anniversaire, rentrée",17.45,5.04,1.32,Mobile,New,Seasonal
CMP17273,2024-09-12,8,1000,histoire pour vous — 5 jours seulement,"newsletter, concept, coulisses, concept, inspiration du mois, story",13.9,2.06,0.0,Mobile,Returning,Newsletter
CMP17506,2023-10-01,23,1000,achetez pour vous — 3 jours seulement,"stock, achetez, encore, rupture, quantité, votre achat",20.92,0.1,0.4,Desktop,Returning,Reminder
CMP10870,2023-02-07,11,2000,urgent — ne manquez pas cette opportunité,"cadeau, commande, stock, rabais, inédit, offre",16.03,0.1,0.99,Mobile,Inactive,Promotion
CMP13357,2025-07-05,19,2000,retenter — livraison gratuite,"adhérent, événement, notre univers, invité, offre exclusive, reprise",20.44,1.65,0.0,Mobile,VIP,Re-engagement
CMP10912,2025-02-18,1,500,lancement — offres limitées aujourd’hui,"édition limitée, bestseller, style, focus, découvrez, inspiration du mois",5.15,2.96,0.0,Mobile,New,Newsletter
CMP10721,2025-02-05,18,5000,édition : nos clients adorent,"soldes, festif, plaisir, froid, printemps, édition",31.59,4.8,0.7,Mobile,Returning,Seasonal
CMP12805,2023-03-07,12,10000,astuces : nos clients adorent,"revue, blog, must-have, style, événement, bon plan",15.17,0.1,0.12,Mobile,New,Newsletter
CMP21926,2023-11-29,13,500,inédit — ne manquez pas cette opportunité,"économie, réduction, limité, avantage, cadeau, inédit",12.07,0.48,0.0,Mobile,Inactive,Promotion
CMP10886,2024-08-21,13,1000,exception — livraison gratuite ❤️,"semaine, pack, économie, duo pack, panier, meilleur",9.32,0.1,0.5,Mobile,Inactive,Promotion
CMP21515,2023-04-27,5,2000,vente — livraison gratuite,"promo, bon, satisfaction, rabais, anniversaire, deal",8.85,1.97,0.37,Mobile,Returning,Promotion
CMP18819,2025-02-07,4,2000,idées : découvrez nos nouveautés,"bestseller, retour client, articles, innovation, focus, design",9.33,0.1,0.0,Mobile,New,Newsletter
CMP19964,2023-05-12,1,5000,avant : découvrez nos nouveautés ❤️,"commande, reprendre, expédition, en attente, encore disponible, finalisez",20.95,3.99,0.89,Mobile,Loyal,Reminder
CMP20050,2023-02-26,5,5000,éditorial : jusqu’à 25% de remise ! ❤️,"idées, produit, décryptage, sélection, éditorial, inspiration",11.41,0.1,0.0,Mobile,VIP,Newsletter
CMP11520,2023-10-06,17,1000,exceptionnelle : nos clients adorent,"baisse, limité, bonus, promo, offre, client",34.36,4.54,0.6,Desktop,VIP,Promotion
CMP20465,2025-10-04,22,2000,inspiration du mois pour vous — 7 jours seulement,"exclusif, collection, lookbook, préférence, décryptage, partage",2.58,0.1,0.63,Desktop,Inactive,Newsletter
CMP12746,2025-02-10,7,500,reprendre sur nos best-sellers,"avant, stock, attention, limité, regardez, commande",21.39,6.19,0.0,Desktop,Inactive,Reminder
CMP20456,2024-10-29,19,1000,urgent : nos clients adorent,"duo, urgent, bundle, jusqu’à, fidélité, flash",11.93,1.27,0.0,Desktop,Inactive,Promotion
CMP13545,2025-07-15,11,2000,achetez — ne manquez pas cette opportunité,"disponible, votre achat, urgence, avant, réassort, sauvegardé",28.76,6.47,0.56,Desktop,Returning,Reminder
CMP10314,2023-11-13,15,5000,en attente pour vous — 4 jours seulement,"finalisez, vérifiez, produit, promotion, votre achat, article",11.5,2.85,0.43,Mobile,Inactive,Reminder
CMP11799,2024-11-30,15,2000,stock — livraison gratuite,"duo pack, semaine, limité, urgent, fidélité, offre",11.22,0.1,0.35,Mobile,Inactive,Promotion
CMP10327,2023-03-08,18,2000,bonus — offres limitées aujourd’hui,"surprise, offre, essai, équipe, prix, stock",17.92,1.98,0.0,Desktop,Inactive,Promotion
CMP18171,2023-11-06,5,1000,découvrez — livraison gratuite,"bestseller, highlights, sélection, nouveautés, actualité, préférence",11.75,4.51,0.52,Mobile,VIP,Newsletter
CMP14204,2023-07-18,11,5000,finalisez : nos clients adorent,"manquant, produit, bénéficiez, paiement, rupture, temps",24.87,5.4,0.44,Mobile,Returning,Reminder
CMP15850,2025-07-11,4,1000,votre achat : découvrez nos nouveautés,"en attente, votre achat, rupture, réduction, rappel, disponible",22.11,2.54,0.37,Mobile,Loyal,Reminder
CMP16129,2025-09-10,17,500,édition limitée : découvrez nos nouveautés,"actualité, design, créatif, inspiration, newsletter, coulisses",8.18,1.19,0.21,Mobile,Inactive,Newsletter
CMP15447,2025-02-10,18,1000,exclusif pour vous — 3 jours seulement,"sélection, collection, retour client, bestseller, découvrez, must-have",20.75,1.37,0.0,Mobile,Loyal,Newsletter
CMP13129,2025-02-19,21,2000,repas : jusqu’à 20% de remise !,"déstockage, repas, valentin, printemps, collection hiver, famille",27.46,3.97,0.15,Mobile,Loyal,Seasonal
CMP11996,2023-10-10,18,2000,meilleur — livraison gratuite,"urgent, surprise, livraison, duo, panier, limité",11.36,2.85,0.0,Mobile,Inactive,Promotion
CMP18922,2023-01-11,6,2000,cadeau retour — livraison gratuite,"adhérent, encore là, spécialement pour vous, communauté, compte, connectez",2.95,0.69,0.79,Mobile,Inactive,Re-engagement
CMP13968,2024-05-23,17,1000,spécial — ne manquez pas cette opportunité,"profitez, pack, flash, instantané, super, inédit",8.98,0.65,0.15,Desktop,Returning,Promotion
CMP19783,2024-09-04,2,500,newsletter — livraison gratuite,"design, sélection, thématique, événement, concept, innovation",0.5,0.71,0.35,Desktop,Inactive,Newsletter
CMP17983,2024-09-02,1,20000,surprise : nos clients adorent,"exclusif, offre, meilleur, code, soldes, instantané",3.69,0.11,0.48,Mobile,Returning,Promotion
CMP11973,2025-02-19,22,2000,bestseller : découvrez nos nouveautés,"retour client, inspiration, nouveautés, inspiration du mois, exclusif, collaboration",1.8,0.1,0.0,Mobile,New,Newsletter
CMP10336,2023-12-08,14,1000,inédit : jusqu’à 10% de remise !,"coupon, code, avantage, nouvelle, livraison, gratuit",11.27,2.25,0.0,Mobile,Inactive,Promotion
CMP12764,2023-12-30,9,2000,exceptionnelle pour vous — 7 jours seulement,"offre, bonus, soldes, satisfaction, craquez, gratuit",13.98,0.57,0.13,Mobile,Returning,Promotion
CMP20077,2024-01-13,13,2000,collection pour vous — 7 jours seulement,"must-have, produit, interview, sélection, actualité, histoire",9.46,0.1,0.2,Desktop,New,Newsletter
CMP10275,2024-08-20,19,2000,focus — ne manquez pas cette opportunité,"must-have, collection, actualité, thématique, nouveau, décryptage",11.23,1.49,0.0,Desktop,New,Newsletter
CMP12985,2023-04-17,14,2000,actualité — livraison gratuite,"actualité, nouveautés, sélection, retour client, articles, story",11.07,0.1,0.0,Mobile,New,Newsletter
CMP18178,2023-06-03,10,5000,story — livraison gratuite,"design, must-have, revue, décryptage, édition limitée, concept",18.77,1.51,0.0,Desktop,Returning,Newsletter
CMP14620,2024-04-24,23,500,quantité : jusqu’à 25% de remise !,"regardez, achetez, vérifiez, manquant, temps, rappel",23.95,4.25,0.0,Mobile,Returning,Reminder
CMP16531,2023-03-25,4,1000,gratuit — livraison gratuite,"vente, coupon, bundle, bon, jusqu’à, rabais",15.27,0.9,0.51,Mobile,Returning,Promotion
CMP13477,2023-07-06,20,2000,semaine sur nos best-sellers,"vente, anniversaire, deal, satisfaction, code, rabais",21.93,1.8,0.4,Mobile,Loyal,Promotion
CMP17795,2024-03-18,1,5000,aujourd’hui : nos clients adorent,"confirmation, produit, votre sélection, attention, en attente, paiement",25.17,5.56,1.07,Mobile,VIP,Reminder
CMP13558,2023-03-27,9,5000,économie sur nos best-sellers,"exception, livraison, anniversaire, coupon, surprise, prix",24.4,4.24,0.0,Desktop,Returning,Promotion
CMP18081,2023-05-16,4,5000,poursuivez — ne manquez pas cette opportunité,"abandon, promotion, achetez, encore disponible, regardez, produit",8.52,0.1,0.0,Tablet,Returning,Reminder
CMP12809,2024-02-16,17,500,automne sur nos best-sellers,"valentin, collection été, illuminez, plaisir, hiver, instant",25.84,5.77,0.0,Mobile,Returning,Seasonal
CMP20925,2023-01-18,20,500,baisse sur nos best-sellers,"bon, panier, équipe, gratuit, meilleur, limité",25.73,2.82,0.58,Mobile,VIP,Promotion
CMP14861,2024-11-24,13,1000,gratuit — ne manquez pas cette opportunité,"stock, exceptionnelle, soldes, urgent, commande, semaine",9.83,0.1,0.0,Desktop,Returning,Promotion
CMP12334,2025-05-28,5,1000,cadeau : nos clients adorent,"surprise, urgent, code, promo, exception, duo",10.04,0.1,0.19,Desktop,Inactive,Promotion
CMP18709,2024-08-26,7,1000,paiement — livraison gratuite,"poursuivez, paiement, achetez, attention, stock, bénéficiez",26.3,3.63,0.13,Mobile,Returning,Reminder
CMP15246,2025-10-21,10,10000,encore là — ne manquez pas cette opportunité,"merci, programme, retenter, offre unique, retour, invitation",29.15,2.06,0.0,Mobile,VIP,Re-engagement
CMP13416,2023-11-24,11,10000,inédit sur nos best-sellers,"cadeau, avantage, surprise, vente, réduction, bundle",23.46,2.37,0.0,Mobile,Returning,Promotion
CMP10307,2023-11-27,23,2000,édition sur nos best-sellers,"édition, rentrée, printemps, vacances, valentin, pâques",18.93,4.03,0.0,Mobile,New,Seasonal
CMP13908,2023-05-27,8,2000,encore disponible — ne manquez pas cette opportunité,"en attente, paiement, encore disponible, limité, aujourd’hui, achetez",25.55,3.28,0.23,Mobile,VIP,Reminder
CMP19124,2025-10-06,12,500,nouvelle : nos clients adorent,"bonus, soldes, vente, surprise, limité, fidélité",18.12,0.1,1.29,Mobile,Loyal,Promotion
CMP10348,2023-11-14,13,2000,quantité pour vous — 7 jours seulement,"réassort, urgence, commande, aujourd’hui, stock, confirmation",14.26,3.51,0.46,Mobile,Returning,Reminder
CMP15918,2024-08-01,4,500,revenez : découvrez nos nouveautés,"poursuivez, temps, confirmation, commande, abandon, encore disponible",13.58,0.89,0.0,Mobile,Inactive,Reminder
CMP10826,2025-09-03,20,2000,vente — offres limitées aujourd’hui,"super, exception, bon, coupon, livraison, meilleur",19.41,0.55,0.33,Mobile,New,Promotion
